phenotype,phenotype_label,as,ct
HP:0500136,Hypothreoninemia,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0012153,Hypotriglyceridemia,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0500135,Hypotryptophanemia,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0500133,Hypotyrosinemia,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0003537,Hypouricemia,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0500132,Hypovalinemia,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0012418,Hypoxemia,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0012184,Increased HDL cholesterol concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0003141,Increased LDL cholesterol concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0003362,Increased VLDL cholesterol concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0032164,Increased blood folate concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0003138,Increased blood urea nitrogen,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0003154,Increased circulating ACTH level,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0003261,Increased circulating IgA concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0410246,Increased circulating IgD concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0003212,Increased circulating IgE concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0003237,Increased circulating IgG concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0003496,Increased circulating IgM level,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0032273,Increased circulating N-acetylaspartic acid concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0020158,Increased circulating adrenic acid concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0000859,Increased circulating aldosterone concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0030348,Increased circulating androgen concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0032491,Increased circulating argininosuccinic acid,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0500159,Increased circulating aspartic acid concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0430074,Increased circulating beta-carotene concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0500161,Increased circulating carnosine concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0012238,Increased circulating chylomicron concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0032254,Increased circulating copper concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0032362,Increased circulating corticosterone level,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0003118,Increased circulating cortisol level,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0500250,Increased circulating ethanolamine concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0033083,Increased circulating farnesol concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0011788,Increased circulating free T3,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0032205,Increased circulating galectin-3 level,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0000837,Increased circulating gonadotropin level,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0033340,Increased circulating guanosine concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0001900,Increased circulating hemoglobin concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0410342,Increased circulating heparan sulfate level,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0034333,Increased circulating hypoxanthine concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0010702,Increased circulating immunoglobulin concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0033148,Increased circulating isovaleric acid concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0410206,Increased circulating nicotinurate level,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0004368,Increased circulating purine concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0000848,Increased circulating renin concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0033643,Increased circulating very long-chain fatty acid concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0410171,Increased cotinine level,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0030688,Increased glucagon level,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0410178,Increased glucose-6-phosphate dehydrogenase level in blood,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0003538,Increased iduronate sulfatase level,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0410065,Increased level of hippuric acid in blood,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0410069,Increased level of propylene glycol in blood,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0012202,Increased serum bile acid concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0031793,Increased serum leptin,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0033124,Increased serum sorbitol concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0030088,Increased serum testosterone level,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0040147,L-2-hydroxyglutaric acidemia,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0003128,Lactic acidosis,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0003572,Low plasma citrulline,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0012052,Low serum calcitriol,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0002249,Melena,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0002912,Methylmalonic acidemia,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0008180,Mildly elevated creatine kinase,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0001409,Portal hypertension,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0002092,Pulmonary arterial hypertension,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0001988,Recurrent hypoglycemia,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0100507,Reduced blood folate concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0031969,Reduced blood urea nitrogen,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0033445,Reduced circulating acylcarnitine concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0034292,Reduced circulating creatine concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0034870,Reduced circulating urocanic acid concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0034869,Reduced erythrocyte free porphyrin concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
HP:0001430,Abnormal calf musculature morphology,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:3000046,Abnormal geniohyoid muscle morphology,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:3000051,Abnormal hyoglossus muscle morphology,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:3000067,Abnormal lateral cricoarytenoid muscle morphology,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0410167,Abnormal morphology of the chest musculature,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0011957,Abnormal pectoral muscle morphology,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:3000013,Abnormal platysma muscle morphology,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:3000027,Abnormality of buccinator muscle,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:3000028,Abnormality of depressor anguli oris muscle,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0040174,Abnormality of extrinsic muscle of tongue,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:3000045,Abnormality of genioglossus muscle,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:3000057,Abnormality of inferior oblique extraocular muscle,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:3000058,Abnormality of inferior rectus extraocular muscle,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:3000064,Abnormality of intrinsic muscle of tongue,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:3000068,Abnormality of lateral pterygoid muscle,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:3000069,Abnormality of lateral rectus extra-ocular muscle,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:3000070,Abnormality of levator anguli oris,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:3000005,Abnormality of masseter muscle,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0410011,Abnormality of masticatory muscle,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:3000006,Abnormality of medial pterygoid muscle,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:3000007,Abnormality of mentalis muscle,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:3000008,Abnormality of mylohyoid muscle,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:3000009,Abnormality of nasalis muscle,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0040172,Abnormality of occipitofrontalis muscle,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:3000010,Abnormality of orbicularis oris muscle,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:3000011,Abnormality of palatoglossus muscle,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:3000012,Abnormality of palatopharyngeus muscle,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:3000015,Abnormality of risorius muscle,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:3000017,Abnormality of temporalis muscle,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0410168,Abnormality of the back musculature,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0008049,Abnormality of the extraocular muscles,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0001443,Abnormality of the gluteal musculature,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:3000018,Abnormality of zygomaticus major muscle,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:3000020,Abnormality of zygomaticus minor muscle,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0005255,Absence of pectoralis minor muscle,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0007886,Absent extraocular muscles,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0006366,Adductor longus contractures,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0009751,Aplasia of the pectoralis major muscle,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0009787,Aplasia/Hypoplasia of the quadriceps,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0009784,Aplasia/Hypoplasia of the triceps,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0045085,Atrophy of masseter muscle,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0009013,Congenital absence of gluteal muscles,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0001491,Congenital fibrosis of extraocular muscles,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0001540,Diastasis recti,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0003700,Generalized amyotrophy,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0003720,Generalized muscle hypertrophy,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0030241,Hypoplasia of deltoid muscle,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0009026,Hypoplasia of latissimus dorsi muscle,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0009011,Hypoplasia of serratus anterior muscle,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0005247,Hypoplasia of the abdominal wall musculature,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0007942,Internal ophthalmoplegia,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0006895,Lower limb hypertonia,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0012893,Neck muscle hypertrophy,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0008984,Neck muscle hypoplasia,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0000467,Neck muscle weakness,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0000602,Ophthalmoplegia,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0005258,Pectoral muscle hypoplasia/aplasia,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0012037,Pectoralis amyotrophy,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0008998,Pectoralis hypoplasia,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0008953,Pectoralis major hypoplasia,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0009788,Quadriceps aplasia,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0009050,Quadriceps muscle atrophy,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0003731,Quadriceps muscle weakness,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0040191,Rectus femoris muscle atrophy,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0003202,Skeletal muscle atrophy,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0003712,Skeletal muscle hypertrophy,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0040291,Skeletal muscle steatosis,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0011819,Submucous cleft soft palate,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0009785,Triceps aplasia,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0100855,Triceps hypoplasia,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0005256,Unilateral absence of pectoralis major muscle,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0200049,Upper limb hypertonia,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0007715,Weak extraocular muscles,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0012507,Weakness of orbicularis oculi muscle,http://purl.obolibrary.org/obo/UBERON_0000383,
HP:0000035,Abnormal testis morphology,http://purl.obolibrary.org/obo/UBERON_0000473,
HP:0045058,Abnormality of the testis size,http://purl.obolibrary.org/obo/UBERON_0000473,
HP:0010468,Aplasia/Hypoplasia of the testes,http://purl.obolibrary.org/obo/UBERON_0000473,
HP:0000028,Cryptorchidism,http://purl.obolibrary.org/obo/UBERON_0000473,
HP:0008734,Decreased testicular size,http://purl.obolibrary.org/obo/UBERON_0000473,
HP:0000034,Hydrocele testis,http://purl.obolibrary.org/obo/UBERON_0000473,
HP:0025038,Intratesticular abscess,http://purl.obolibrary.org/obo/UBERON_0000473,
HP:0000053,Macroorchidism,http://purl.obolibrary.org/obo/UBERON_0000473,
HP:0000026,Male hypogonadism,http://purl.obolibrary.org/obo/UBERON_0000473,
HP:0010470,Supernumerary testes,http://purl.obolibrary.org/obo/UBERON_0000473,
HP:0000029,Testicular atrophy,http://purl.obolibrary.org/obo/UBERON_0000473,
HP:0008715,Testicular dysgenesis,http://purl.obolibrary.org/obo/UBERON_0000473,
HP:0002577,Abnormal stomach morphology,http://purl.obolibrary.org/obo/UBERON_0000945,
HP:0005231,Chronic gastritis,http://purl.obolibrary.org/obo/UBERON_0000945,
HP:0011139,Gastric duplication,http://purl.obolibrary.org/obo/UBERON_0000945,
HP:0005207,Gastric hypertrophy,http://purl.obolibrary.org/obo/UBERON_0000945,
HP:0005263,Gastritis,http://purl.obolibrary.org/obo/UBERON_0000945,
HP:0002036,Hiatus hernia,http://purl.obolibrary.org/obo/UBERON_0000945,
HP:0005112,Abdominal aortic aneurysm,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0031313,Abdominal aortic calcification,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0004307,Abnormal anatomic location of the heart,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0012303,Abnormal aortic arch morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0001679,Abnormal aortic morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0030964,Abnormal aortic physiology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0001646,Abnormal aortic valve morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0031652,Abnormal aortic valve physiology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0025016,Abnormal capillary morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0025018,Abnormal capillary physiology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0005344,Abnormal carotid artery morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0012326,Abnormal celiac artery morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0100659,Abnormal cerebral vascular morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0011642,Abnormal coronary sinus morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:3000024,Abnormal facial artery morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:3000043,Abnormal facial vein morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0004296,Abnormal gastrointestinal vascular morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:3000049,Abnormal greater palatine artery morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0001627,Abnormal heart morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0001654,Abnormal heart valve morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0031653,Abnormal heart valve physiology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:3000054,Abnormal inferior alveolar artery morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:3000059,Abnormal inferior thyroid vein morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0025576,Abnormal inferior vena cava morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:3000060,Abnormal infraorbital artery morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:3000062,Abnormal internal carotid artery morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:3000065,Abnormal lacrimal artery morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0025579,Abnormal left atrium morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0001711,Abnormal left ventricle morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:3000074,Abnormal lingual artery morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0001633,Abnormal mitral valve morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0031481,Abnormal mitral valve physiology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0008054,Abnormal morphology of the conjunctival vasculature,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0001641,Abnormal pulmonary valve morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0030968,Abnormal pulmonary vein morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0030969,Abnormal pulmonary vein physiology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0008776,Abnormal renal artery morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0025580,Abnormal right atrium morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0001707,Abnormal right ventricle morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0025575,Abnormal superior vena cava morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0001702,Abnormal tricuspid valve morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0031651,Abnormal tricuspid valve physiology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0010438,Abnormal ventricular septum morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0030321,Abnormal vertebral artery morphology,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:3000023,Abnormality of angular artery,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:3000031,Abnormality of anterior ethmoidal artery,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:3000056,Abnormality of artery of lower lip,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:3000032,Abnormality of central retinal artery,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:3000039,Abnormality of dorsal nasal artery,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:3000041,Abnormality of external carotid artery,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:3000063,Abnormality of internal jugular vein,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0410006,Abnormality of ophthalmic artery,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0011718,Abnormality of the pulmonary veins,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0002597,Abnormality of the vasculature,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0005134,Absence of the pulmonary valve,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0006681,Absent atrioventricular node,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0031783,Absent coronary sinus,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0004942,Aortic aneurysm,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0005113,Aortic arch aneurysm,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0005303,Aortic arch calcification,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0001659,Aortic regurgitation,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0010883,Aortic valve atresia,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0004380,Aortic valve calcification,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0001650,Aortic valve stenosis,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0004970,Ascending tubular aorta aneurysm,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0031711,Asymmetric abdominal aortic aneurysm,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0031310,Basilar artery calcification,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0001647,Bicuspid aortic valve,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0005182,Bicuspid pulmonary valve,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0004963,Calcification of the aorta,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0005306,Capillary hemangioma,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0030843,Cardiac amyloidosis,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0009729,Cardiac rhabdomyoma,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0005146,Cardiac valve calcification,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0001640,Cardiomegaly,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0004974,Coarctation of abdominal aorta,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0001680,Coarctation of aorta,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0004959,Descending thoracic aorta aneurysm,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0001651,Dextrocardia,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0100860,Dilatation of Inferior mesenteric artery,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0100858,Dilatation of celiac artery,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0100859,Dilatation of superior mesenteric artery,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0005176,Dysplastic aortic valve,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0005164,Dysplastic pulmonary valve,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0031315,External carotid artery calcification,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0000996,Facial capillary hemangioma,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0031644,Fusiform abdominal aortic aneurysm,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0031646,Fusiform aortic arch aneurysm,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0031643,Fusiform ascending tubular aorta aneurysm,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0012728,Fusiform descending thoracic aortic aneurysm,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0000471,Gastrointestinal angiodysplasia,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0004762,Hypoplasia of right ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0012304,Hypoplastic aortic arch,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0001961,Hypoplastic heart,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0005156,Hypoplastic left atrium,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0005304,Hypoplastic pulmonary veins,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0011573,Hypoplastic tricuspid valve,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0011575,Imperforate tricuspid valve,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0031307,Internal carotid artery calcification,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0005290,Internal carotid artery hypoplasia,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0031295,Left atrial enlargement,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0001712,Left ventricular hypertrophy,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0031311,Middle cerebral artery calcification,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0011560,Mitral atresia,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0001653,Mitral regurgitation,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0001718,Mitral stenosis,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0004382,Mitral valve calcification,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0001634,Mitral valve prolapse,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0002623,Overriding aorta,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0005954,Pulmonary capillary hemangiomatosis,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0010882,Pulmonary valve atresia,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0010444,Pulmonic regurgitation,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0001642,Pulmonic stenosis,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0007968,Remnants of the hyaloid vascular system,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0001920,Renal artery stenosis,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0007850,Retinal vascular proliferation,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0030718,Right atrial enlargement,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0001667,Right ventricular hypertrophy,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0031645,Saccular abdominal aortic aneurysm,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0031647,Saccular aortic arch aneurysm,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0012729,Saccular descending thoracic aortic aneurysm,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0011662,Tricuspid atresia,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0005180,Tricuspid regurgitation,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0010446,Tricuspid stenosis,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0001704,Tricuspid valve prolapse,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0004934,Vascular calcification,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0001629,Ventricular septal defect,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0031308,Vertebral artery calcification,http://purl.obolibrary.org/obo/UBERON_0000948,
HP:0012443,Abnormal brain morphology,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0002339,Abnormal caudate nucleus morphology,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0002334,Abnormal cerebellar vermis morphology,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0001317,Abnormal cerebellum morphology,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0002538,Abnormal cerebral cortex morphology,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0002118,Abnormal cerebral ventricle morphology,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0001273,Abnormal corpus callosum morphology,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0002492,Abnormal corticospinal tract morphology,http://purl.obolibrary.org/obo/UBERON_0000955,
