gene_symbol,disease_id,onset_name,onset_id
NKX3-2,OMIM:131300,Juvenile onset,HP:0003621
NKX3-2,OMIM:131300,Pediatric onset,HP:0410280
NKX3-2,OMIM:613330,Congenital onset,HP:0003577
NKX6-2,OMIM:617560,Neonatal onset,HP:0003623
NKX6-2,OMIM:617560,Juvenile onset,HP:0003621
NKX6-2,OMIM:617560,Pediatric onset,HP:0410280
NKX6-2,OMIM:617560,Childhood onset,HP:0011463
NKX6-2,OMIM:617560,Infantile onset,HP:0003593
NLGN3,OMIM:300425,Pediatric onset,HP:0410280
NLGN3,OMIM:300425,Childhood onset,HP:0011463
NLGN4X,OMIM:300495,Childhood onset,HP:0011463
NLGN4X,OMIM:300495,Pediatric onset,HP:0410280
NLRC4,OMIM:616050,Neonatal onset,HP:0003623
NLRC4,OMIM:616115,Infantile onset,HP:0003593
NLRC4,OMIM:616115,Pediatric onset,HP:0410280
NLRP1,OMIM:615225,Childhood onset,HP:0011463
NLRP1,OMIM:617388,Infantile onset,HP:0003593
NLRP1,OMIM:617388,Pediatric onset,HP:0410280
NLRP12,OMIM:611762,Infantile onset,HP:0003593
NLRP12,OMIM:611762,Pediatric onset,HP:0410280
NLRP12,OMIM:611762,Neonatal onset,HP:0003623
NLRP3,OMIM:120100,Infantile onset,HP:0003593
NLRP3,OMIM:120100,Pediatric onset,HP:0410280
NLRP3,OMIM:131300,Juvenile onset,HP:0003621
NLRP3,OMIM:148200,Juvenile onset,HP:0003621
NLRP3,OMIM:191900,Infantile onset,HP:0003593
NLRP3,OMIM:191900,Juvenile onset,HP:0003621
NLRP3,OMIM:191900,Childhood onset,HP:0011463
NLRP3,OMIM:191900,Pediatric onset,HP:0410280
NLRP3,OMIM:607115,Infantile onset,HP:0003593
NLRP3,OMIM:607115,Neonatal onset,HP:0003623
NLRP3,OMIM:607115,Pediatric onset,HP:0410280
NLRP3,OMIM:607115,Childhood onset,HP:0011463
NMNAT1,OMIM:131300,Juvenile onset,HP:0003621
NMNAT1,OMIM:180100,Childhood onset,HP:0011463
NMNAT1,OMIM:180100,Juvenile onset,HP:0003621
NMNAT1,OMIM:608553,Pediatric onset,HP:0410280
NMNAT1,OMIM:608553,Childhood onset,HP:0011463
NMNAT1,OMIM:608553,Infantile onset,HP:0003593
NMNAT1,OMIM:619260,Infantile onset,HP:0003593
NMNAT1,OMIM:619260,Pediatric onset,HP:0410280
NODAL,OMIM:270100,Congenital onset,HP:0003577
NOG,OMIM:131300,Juvenile onset,HP:0003621
NOG,OMIM:131300,Pediatric onset,HP:0410280
NOG,OMIM:186570,Congenital onset,HP:0003577
NOP10,OMIM:620425,Congenital onset,HP:0003577
NOS1AP,OMIM:619155,Neonatal onset,HP:0003623
NOS1AP,OMIM:619155,Infantile onset,HP:0003593
NOS1AP,OMIM:619155,Pediatric onset,HP:0410280
NOTCH1,OMIM:131300,Pediatric onset,HP:0410280
NOTCH1,OMIM:131300,Juvenile onset,HP:0003621
NOTCH1,OMIM:616028,Congenital onset,HP:0003577
NOTCH2,OMIM:131300,Pediatric onset,HP:0410280
NOTCH2,OMIM:131300,Juvenile onset,HP:0003621
NOTCH2NLC,OMIM:619473,Pediatric onset,HP:0410280
NOTCH2NLC,OMIM:619473,Infantile onset,HP:0003593
NOTCH3,OMIM:130720,Congenital onset,HP:0003577
NOTCH3,OMIM:608600,Juvenile onset,HP:0003621
NOTCH3,OMIM:608600,Pediatric onset,HP:0410280
NPAP1,OMIM:176270,Congenital onset,HP:0003577
NPC1,OMIM:257220,Juvenile onset,HP:0003621
NPC1,OMIM:257220,Pediatric onset,HP:0410280
NPC2,OMIM:607625,Neonatal onset,HP:0003623
NPC2,OMIM:607625,Pediatric onset,HP:0410280
NPC2,OMIM:607625,Childhood onset,HP:0011463
NPHP1,OMIM:180100,Pediatric onset,HP:0410280
NPHP1,OMIM:180100,Childhood onset,HP:0011463
NPHP1,OMIM:180100,Juvenile onset,HP:0003621
NPHP1,OMIM:266900,Pediatric onset,HP:0410280
NPHP1,OMIM:266900,Juvenile onset,HP:0003621
NPHP1,OMIM:609583,Congenital onset,HP:0003577
NPHP3,OMIM:180100,Childhood onset,HP:0011463
NPHP3,OMIM:180100,Juvenile onset,HP:0003621
NPHP3,OMIM:208540,Infantile onset,HP:0003593
NPHP3,OMIM:208540,Pediatric onset,HP:0410280
NPHP3,OMIM:208540,Congenital onset,HP:0003577
NPHP3,OMIM:604387,Childhood onset,HP:0011463
NPHP3,OMIM:604387,Infantile onset,HP:0003593
NPHP3,OMIM:604387,Pediatric onset,HP:0410280
NPHP4,OMIM:180100,Childhood onset,HP:0011463
NPHP4,OMIM:180100,Pediatric onset,HP:0410280
NPHP4,OMIM:180100,Juvenile onset,HP:0003621
NPHS1,OMIM:256300,Congenital onset,HP:0003577
NPHS2,OMIM:600995,Juvenile onset,HP:0003621
NPHS2,OMIM:600995,Pediatric onset,HP:0410280
NPHS2,OMIM:600995,Childhood onset,HP:0011463
NPPC,OMIM:131300,Pediatric onset,HP:0410280
NPPC,OMIM:131300,Juvenile onset,HP:0003621
NPR2,OMIM:121050,Congenital onset,HP:0003577
NPR2,OMIM:131300,Juvenile onset,HP:0003621
NPR2,OMIM:208050,Juvenile onset,HP:0003621
NPR2,OMIM:208050,Infantile onset,HP:0003593
NPR2,OMIM:208050,Congenital onset,HP:0003577
NPR2,OMIM:208050,Pediatric onset,HP:0410280
NPR2,OMIM:208050,Neonatal onset,HP:0003623
NPR2,OMIM:208050,Childhood onset,HP:0011463
NPR2,OMIM:615923,Congenital onset,HP:0003577
NPR3,OMIM:121050,Congenital onset,HP:0003577
NPR3,OMIM:131300,Juvenile onset,HP:0003621
NPR3,OMIM:208050,Neonatal onset,HP:0003623
NPR3,OMIM:208050,Juvenile onset,HP:0003621
NPR3,OMIM:208050,Congenital onset,HP:0003577
NPR3,OMIM:208050,Childhood onset,HP:0011463
NPR3,OMIM:208050,Infantile onset,HP:0003593
NPR3,OMIM:208050,Pediatric onset,HP:0410280
NR0B1,OMIM:300200,Juvenile onset,HP:0003621
NR0B1,OMIM:300200,Pediatric onset,HP:0410280
NR0B1,OMIM:300200,Infantile onset,HP:0003593
NR0B1,OMIM:300200,Childhood onset,HP:0011463
NR0B1,OMIM:300200,Neonatal onset,HP:0003623
NR1H4,OMIM:617049,Congenital onset,HP:0003577
NR1H4,OMIM:617049,Infantile onset,HP:0003593
NR1H4,OMIM:617049,Neonatal onset,HP:0003623
NR1H4,OMIM:617049,Pediatric onset,HP:0410280
NR2E3,OMIM:180100,Pediatric onset,HP:0410280
NR2E3,OMIM:180100,Juvenile onset,HP:0003621
NR2E3,OMIM:180100,Childhood onset,HP:0011463
NR2E3,OMIM:611131,Juvenile onset,HP:0003621
NR2E3,OMIM:611131,Pediatric onset,HP:0410280
NR2F1,OMIM:180100,Juvenile onset,HP:0003621
NR2F1,OMIM:180100,Childhood onset,HP:0011463
NR2F1,OMIM:180100,Pediatric onset,HP:0410280
NR2F2,OMIM:615779,Congenital onset,HP:0003577
NR3C2,OMIM:177735,Neonatal onset,HP:0003623
NR4A2,OMIM:619911,Childhood onset,HP:0011463
NR4A2,OMIM:619911,Pediatric onset,HP:0410280
NR4A2,OMIM:619911,Infantile onset,HP:0003593
NRAS,OMIM:131300,Juvenile onset,HP:0003621
NRAS,OMIM:131300,Pediatric onset,HP:0410280
NRAS,OMIM:137550,Congenital onset,HP:0003577
NRAS,OMIM:613224,Congenital onset,HP:0003577
NRCAM,OMIM:619833,Early young adult onset,HP:0025708
NRCAM,OMIM:619833,Pediatric onset,HP:0410280
NRCAM,OMIM:619833,Congenital onset,HP:0003577
NRCAM,OMIM:619833,Juvenile onset,HP:0003621
NRIP1,OMIM:618270,Pediatric onset,HP:0410280
NRIP1,OMIM:618270,Juvenile onset,HP:0003621
NRIP1,OMIM:618270,Childhood onset,HP:0011463
NRIP1,OMIM:618270,Congenital onset,HP:0003577
NRL,OMIM:180100,Childhood onset,HP:0011463
NRL,OMIM:180100,Pediatric onset,HP:0410280
NRL,OMIM:180100,Juvenile onset,HP:0003621
NSD1,OMIM:117550,Neonatal onset,HP:0003623
NSD1,OMIM:117550,Childhood onset,HP:0011463
NSD1,OMIM:131300,Juvenile onset,HP:0003621
NSD1,OMIM:131300,Pediatric onset,HP:0410280
NSD2,OMIM:131300,Juvenile onset,HP:0003621
NSD2,OMIM:619695,Pediatric onset,HP:0410280
NSD2,OMIM:619695,Infantile onset,HP:0003593
NSDHL,OMIM:131300,Pediatric onset,HP:0410280
NSDHL,OMIM:131300,Juvenile onset,HP:0003621
NSDHL,OMIM:308050,Congenital onset,HP:0003577
NSMCE2,OMIM:131300,Juvenile onset,HP:0003621
NSMCE2,OMIM:131300,Pediatric onset,HP:0410280
NSMF,OMIM:146110,Juvenile onset,HP:0003621
NSMF,OMIM:146110,Pediatric onset,HP:0410280
NSRP1,OMIM:620001,Neonatal onset,HP:0003623
NSRP1,OMIM:620001,Pediatric onset,HP:0410280
NSRP1,OMIM:620001,Infantile onset,HP:0003593
NSUN2,OMIM:611091,Childhood onset,HP:0011463
NSUN2,OMIM:611091,Infantile onset,HP:0003593
NSUN2,OMIM:611091,Pediatric onset,HP:0410280
NSUN3,OMIM:619012,Pediatric onset,HP:0410280
NSUN3,OMIM:619012,Infantile onset,HP:0003593
NSUN6,OMIM:620779,Congenital onset,HP:0003577
NSUN6,OMIM:620779,Pediatric onset,HP:0410280
NSUN6,OMIM:620779,Infantile onset,HP:0003593
NT5C2,OMIM:613162,Pediatric onset,HP:0410280
NT5C2,OMIM:613162,Infantile onset,HP:0003593
NT5C2,OMIM:613162,Childhood onset,HP:0011463
NT5C2,OMIM:613162,Juvenile onset,HP:0003621
NT5C3A,OMIM:266120,Childhood onset,HP:0011463
NT5C3A,OMIM:266120,Pediatric onset,HP:0410280
NT5C3A,OMIM:266120,Juvenile onset,HP:0003621
NT5C3A,OMIM:266120,Neonatal onset,HP:0003623
NTN1,OMIM:157600,Pediatric onset,HP:0410280
NTN1,OMIM:157600,Infantile onset,HP:0003593
NTRK1,OMIM:256800,Pediatric onset,HP:0410280
NTRK1,OMIM:256800,Infantile onset,HP:0003593
NTRK2,OMIM:613886,Pediatric onset,HP:0410280
NTRK2,OMIM:613886,Infantile onset,HP:0003593
NUAK2,OMIM:619452,Congenital onset,HP:0003577
NUBPL,OMIM:618242,Pediatric onset,HP:0410280
NUBPL,OMIM:618242,Childhood onset,HP:0011463
NUDT2,OMIM:619844,Neonatal onset,HP:0003623
NUDT2,OMIM:619844,Congenital onset,HP:0003577
NUP107,OMIM:618078,Pediatric onset,HP:0410280
NUP107,OMIM:618078,Juvenile onset,HP:0003621
NUP107,OMIM:618348,Juvenile onset,HP:0003621
NUP107,OMIM:618348,Pediatric onset,HP:0410280
NUP133,OMIM:618177,Childhood onset,HP:0011463
NUP133,OMIM:618177,Pediatric onset,HP:0410280
NUP133,OMIM:618177,Juvenile onset,HP:0003621
NUP133,OMIM:618349,Neonatal onset,HP:0003623
NUP133,OMIM:618349,Childhood onset,HP:0011463
NUP155,OMIM:615770,Congenital onset,HP:0003577
NUP160,OMIM:618178,Juvenile onset,HP:0003621
NUP160,OMIM:618178,Pediatric onset,HP:0410280
NUP214,OMIM:618426,Neonatal onset,HP:0003623
NUP37,OMIM:618179,Congenital onset,HP:0003577
NUP54,OMIM:620427,Juvenile onset,HP:0003621
NUP54,OMIM:620427,Childhood onset,HP:0011463
NUP54,OMIM:620427,Pediatric onset,HP:0410280
NUP62,OMIM:271930,Childhood onset,HP:0011463
NUP62,OMIM:271930,Infantile onset,HP:0003593
NUP62,OMIM:271930,Pediatric onset,HP:0410280
NUP85,OMIM:618176,Juvenile onset,HP:0003621
NUP85,OMIM:618176,Childhood onset,HP:0011463
NUP85,OMIM:618176,Pediatric onset,HP:0410280
NUP88,OMIM:618393,Congenital onset,HP:0003577
NUS1,OMIM:617082,Congenital onset,HP:0003577
NUS1,OMIM:617831,Childhood onset,HP:0011463
NUS1,OMIM:617831,Pediatric onset,HP:0410280
NXN,OMIM:131300,Pediatric onset,HP:0410280
NXN,OMIM:131300,Juvenile onset,HP:0003621
NXN,OMIM:618529,Congenital onset,HP:0003577
NYX,OMIM:180100,Childhood onset,HP:0011463
NYX,OMIM:180100,Juvenile onset,HP:0003621
NYX,OMIM:180100,Pediatric onset,HP:0410280
NYX,OMIM:310500,Childhood onset,HP:0011463
OAS1,OMIM:618042,Infantile onset,HP:0003593
OAS1,OMIM:618042,Pediatric onset,HP:0410280
OAT,OMIM:180100,Childhood onset,HP:0011463
OAT,OMIM:180100,Pediatric onset,HP:0410280
OAT,OMIM:180100,Juvenile onset,HP:0003621
OAT,OMIM:258870,Childhood onset,HP:0011463
OBSCN,OMIM:620235,Pediatric onset,HP:0410280
OBSCN,OMIM:620235,Juvenile onset,HP:0003621
OBSL1,OMIM:131300,Pediatric onset,HP:0410280
OBSL1,OMIM:131300,Juvenile onset,HP:0003621
OCLN,OMIM:251290,Pediatric onset,HP:0410280
OCLN,OMIM:251290,Neonatal onset,HP:0003623
OCLN,OMIM:251290,Infantile onset,HP:0003593
OCRL,OMIM:300555,Pediatric onset,HP:0410280
OCRL,OMIM:300555,Childhood onset,HP:0011463
OCRL,OMIM:309000,Congenital onset,HP:0003577
ODAD1,OMIM:615067,Neonatal onset,HP:0003623
ODAD3,OMIM:616037,Congenital onset,HP:0003577
ODAD4,OMIM:617092,Neonatal onset,HP:0003623
OFD1,OMIM:131300,Juvenile onset,HP:0003621
OFD1,OMIM:180100,Juvenile onset,HP:0003621
OFD1,OMIM:180100,Childhood onset,HP:0011463
OFD1,OMIM:300209,Congenital onset,HP:0003577
OFD1,OMIM:300209,Infantile onset,HP:0003593
OFD1,OMIM:300209,Pediatric onset,HP:0410280
OFD1,OMIM:300424,Childhood onset,HP:0011463
OFD1,OMIM:300424,Juvenile onset,HP:0003621
OFD1,OMIM:300804,Congenital onset,HP:0003577
OFD1,OMIM:311200,Congenital onset,HP:0003577
OGDH,OMIM:203740,Infantile onset,HP:0003593
OGDH,OMIM:203740,Pediatric onset,HP:0410280
OPA1,OMIM:125250,Childhood onset,HP:0011463
OPA1,OMIM:180100,Childhood onset,HP:0011463
OPA1,OMIM:180100,Juvenile onset,HP:0003621
OPA1,OMIM:210000,Infantile onset,HP:0003593
OPA1,OMIM:210000,Pediatric onset,HP:0410280
OPA1,OMIM:210000,Childhood onset,HP:0011463
OPA1,OMIM:616896,Congenital onset,HP:0003577
OPA3,OMIM:180100,Childhood onset,HP:0011463
OPA3,OMIM:180100,Juvenile onset,HP:0003621
OPA3,OMIM:180100,Pediatric onset,HP:0410280
OPHN1,OMIM:300486,Pediatric onset,HP:0410280
OPHN1,OMIM:300486,Infantile onset,HP:0003593
OPN1MW,OMIM:303800,Congenital onset,HP:0003577
OPN1SW,OMIM:180100,Childhood onset,HP:0011463
OPN1SW,OMIM:180100,Juvenile onset,HP:0003621
OPN1SW,OMIM:180100,Pediatric onset,HP:0410280
OR2W3,OMIM:180100,Pediatric onset,HP:0410280
OR2W3,OMIM:180100,Juvenile onset,HP:0003621
OR2W3,OMIM:180100,Childhood onset,HP:0011463
ORAI1,OMIM:612782,Congenital onset,HP:0003577
ORAI1,OMIM:615883,Juvenile onset,HP:0003621
ORAI1,OMIM:615883,Pediatric onset,HP:0410280
ORAI1,OMIM:615883,Childhood onset,HP:0011463
ORC1,OMIM:131300,Juvenile onset,HP:0003621
ORC1,OMIM:131300,Pediatric onset,HP:0410280
ORC1,OMIM:224690,Congenital onset,HP:0003577
ORC4,OMIM:131300,Juvenile onset,HP:0003621
ORC4,OMIM:131300,Pediatric onset,HP:0410280
ORC4,OMIM:613800,Congenital onset,HP:0003577
ORC6,OMIM:131300,Pediatric onset,HP:0410280
ORC6,OMIM:131300,Juvenile onset,HP:0003621
ORC6,OMIM:613803,Congenital onset,HP:0003577
OSGEP,OMIM:617729,Congenital onset,HP:0003577
OSMR,OMIM:105250,Childhood onset,HP:0011463
OSMR,OMIM:105250,Pediatric onset,HP:0410280
OSTM1,OMIM:131300,Juvenile onset,HP:0003621
OSTM1,OMIM:259720,Pediatric onset,HP:0410280
OSTM1,OMIM:259720,Neonatal onset,HP:0003623
OSTM1,OMIM:259720,Infantile onset,HP:0003593
OTC,OMIM:311250,Pediatric onset,HP:0410280
OTC,OMIM:311250,Infantile onset,HP:0003593
OTC,OMIM:311250,Neonatal onset,HP:0003623
OTC,OMIM:311250,Childhood onset,HP:0011463
OTC,OMIM:311250,Juvenile onset,HP:0003621
OTOF,OMIM:601071,Congenital onset,HP:0003577
OTOG,OMIM:614945,Congenital onset,HP:0003577
OTOGL,OMIM:614944,Congenital onset,HP:0003577
OTUD5,OMIM:301056,Congenital onset,HP:0003577
OTUD7A,OMIM:620790,Infantile onset,HP:0003593
OTUD7A,OMIM:620790,Pediatric onset,HP:0410280
OTUD7A,OMIM:620790,Neonatal onset,HP:0003623
OTULIN,OMIM:617099,Pediatric onset,HP:0410280
OTULIN,OMIM:617099,Infantile onset,HP:0003593
OTULIN,OMIM:619986,Juvenile onset,HP:0003621
OTX2,OMIM:131300,Pediatric onset,HP:0410280
OTX2,OMIM:131300,Juvenile onset,HP:0003621
OTX2,OMIM:180100,Juvenile onset,HP:0003621
OTX2,OMIM:180100,Pediatric onset,HP:0410280
OTX2,OMIM:180100,Childhood onset,HP:0011463
OTX2,OMIM:613986,Neonatal onset,HP:0003623
OXCT1,OMIM:245050,Neonatal onset,HP:0003623
OXGR1,OMIM:620374,Juvenile onset,HP:0003621
OXGR1,OMIM:620374,Pediatric onset,HP:0410280
P2RX2,OMIM:608224,Early young adult onset,HP:0025708
P2RX2,OMIM:608224,Pediatric onset,HP:0410280
P2RX2,OMIM:608224,Juvenile onset,HP:0003621
P3H1,OMIM:131300,Juvenile onset,HP:0003621
P3H1,OMIM:259770,Pediatric onset,HP:0410280
P3H1,OMIM:259770,Infantile onset,HP:0003593
P3H1,OMIM:259770,Congenital onset,HP:0003577
P3H2,OMIM:156550,Congenital onset,HP:0003577
P3H2,OMIM:180100,Pediatric onset,HP:0410280
P3H2,OMIM:180100,Juvenile onset,HP:0003621
P3H2,OMIM:180100,Childhood onset,HP:0011463
P3H2,OMIM:614292,Childhood onset,HP:0011463
P4HA1,OMIM:143095,Pediatric onset,HP:0410280
P4HA1,OMIM:143095,Infantile onset,HP:0003593
P4HA1,OMIM:143095,Congenital onset,HP:0003577
P4HA1,OMIM:259770,Congenital onset,HP:0003577
P4HA1,OMIM:259770,Pediatric onset,HP:0410280
P4HA1,OMIM:259770,Infantile onset,HP:0003593
P4HA2,OMIM:180100,Juvenile onset,HP:0003621
P4HA2,OMIM:180100,Pediatric onset,HP:0410280
P4HA2,OMIM:180100,Childhood onset,HP:0011463
P4HA2,OMIM:617238,Pediatric onset,HP:0410280
P4HA2,OMIM:617238,Juvenile onset,HP:0003621
P4HB,OMIM:112240,Infantile onset,HP:0003593
P4HB,OMIM:112240,Pediatric onset,HP:0410280
P4HB,OMIM:131300,Juvenile onset,HP:0003621
P4HB,OMIM:259770,Pediatric onset,HP:0410280
P4HB,OMIM:259770,Infantile onset,HP:0003593
P4HB,OMIM:259770,Congenital onset,HP:0003577
P4HTM,OMIM:618493,Infantile onset,HP:0003593
P4HTM,OMIM:618493,Pediatric onset,HP:0410280
PACS2,OMIM:618067,Infantile onset,HP:0003593
PACS2,OMIM:618067,Pediatric onset,HP:0410280
PACS2,OMIM:618067,Neonatal onset,HP:0003623
PADI3,OMIM:191480,Childhood onset,HP:0011463
PADI3,OMIM:191480,Pediatric onset,HP:0410280
PAFAH1B1,OMIM:607432,Congenital onset,HP:0003577
PAK1,OMIM:618158,Infantile onset,HP:0003593
PAK1,OMIM:618158,Pediatric onset,HP:0410280
PALB2,OMIM:610832,Congenital onset,HP:0003577
PAM16,OMIM:131300,Juvenile onset,HP:0003621
PAM16,OMIM:131300,Pediatric onset,HP:0410280
PAM16,OMIM:613320,Congenital onset,HP:0003577
PANK2,OMIM:180100,Childhood onset,HP:0011463
PANK2,OMIM:180100,Juvenile onset,HP:0003621
PANK2,OMIM:234200,Pediatric onset,HP:0410280
PANK2,OMIM:234200,Infantile onset,HP:0003593
PANK2,OMIM:234200,Juvenile onset,HP:0003621
PANK2,OMIM:234200,Childhood onset,HP:0011463
PANK4,OMIM:619593,Childhood onset,HP:0011463
PANK4,OMIM:619593,Juvenile onset,HP:0003621
PANK4,OMIM:619593,Pediatric onset,HP:0410280
PAPPA2,OMIM:131300,Pediatric onset,HP:0410280
PAPPA2,OMIM:131300,Juvenile onset,HP:0003621
PAPPA2,OMIM:619489,Juvenile onset,HP:0003621
PAPPA2,OMIM:619489,Pediatric onset,HP:0410280
PAPSS2,OMIM:131300,Pediatric onset,HP:0410280
PAPSS2,OMIM:131300,Juvenile onset,HP:0003621
PARN,OMIM:616353,Infantile onset,HP:0003593
PARN,OMIM:616353,Pediatric onset,HP:0410280
PAX2,OMIM:120330,Congenital onset,HP:0003577
PAX2,OMIM:180100,Childhood onset,HP:0011463
PAX2,OMIM:180100,Juvenile onset,HP:0003621
PAX2,OMIM:180100,Pediatric onset,HP:0410280
PAX3,OMIM:131300,Juvenile onset,HP:0003621
PAX3,OMIM:131300,Pediatric onset,HP:0410280
PAX3,OMIM:148820,Congenital onset,HP:0003577
PAX6,OMIM:106210,Congenital onset,HP:0003577
PAX6,OMIM:180100,Juvenile onset,HP:0003621
PAX6,OMIM:180100,Pediatric onset,HP:0410280
PAX6,OMIM:180100,Childhood onset,HP:0011463
PAX8,OMIM:218700,Juvenile onset,HP:0003621
PAX8,OMIM:218700,Pediatric onset,HP:0410280
PAX8,OMIM:218700,Congenital onset,HP:0003577
PAX8,OMIM:218700,Neonatal onset,HP:0003623
PAX9,OMIM:604625,Juvenile onset,HP:0003621
PAX9,OMIM:604625,Pediatric onset,HP:0410280
PC,OMIM:266150,Pediatric onset,HP:0410280
PC,OMIM:266150,Congenital onset,HP:0003577
PC,OMIM:266150,Infantile onset,HP:0003593
PCARE,OMIM:180100,Juvenile onset,HP:0003621
PCARE,OMIM:180100,Pediatric onset,HP:0410280
PCARE,OMIM:180100,Childhood onset,HP:0011463
PCDH12,OMIM:251280,Infantile onset,HP:0003593
PCDH12,OMIM:251280,Pediatric onset,HP:0410280
PCDH15,OMIM:180100,Juvenile onset,HP:0003621
PCDH15,OMIM:180100,Pediatric onset,HP:0410280
PCDH15,OMIM:180100,Childhood onset,HP:0011463
PCDH15,OMIM:602083,Congenital onset,HP:0003577
PCDH15,OMIM:609533,Congenital onset,HP:0003577
PCDH19,OMIM:300088,Infantile onset,HP:0003593
PCDH19,OMIM:300088,Childhood onset,HP:0011463
PCDH19,OMIM:300088,Pediatric onset,HP:0410280
PCDHGC4,OMIM:619880,Infantile onset,HP:0003593
PCDHGC4,OMIM:619880,Congenital onset,HP:0003577
PCDHGC4,OMIM:619880,Pediatric onset,HP:0410280
PCDHGC4,OMIM:619880,Neonatal onset,HP:0003623
PCK1,OMIM:261680,Infantile onset,HP:0003593
PCK1,OMIM:261680,Pediatric onset,HP:0410280
PCLO,OMIM:608027,Congenital onset,HP:0003577
PCLO,OMIM:608027,Pediatric onset,HP:0410280
PCLO,OMIM:608027,Infantile onset,HP:0003593
PCNA,OMIM:615919,Infantile onset,HP:0003593
PCNA,OMIM:615919,Pediatric onset,HP:0410280
PCNT,OMIM:131300,Juvenile onset,HP:0003621
PCNT,OMIM:131300,Pediatric onset,HP:0410280
PCSK1,OMIM:600955,Pediatric onset,HP:0410280
PCSK1,OMIM:600955,Childhood onset,HP:0011463
PCYT1A,OMIM:131300,Juvenile onset,HP:0003621
PCYT1A,OMIM:180100,Juvenile onset,HP:0003621
PCYT1A,OMIM:180100,Childhood onset,HP:0011463
PCYT1A,OMIM:608940,Pediatric onset,HP:0410280
PCYT1A,OMIM:608940,Infantile onset,HP:0003593
PCYT1A,OMIM:620680,Pediatric onset,HP:0410280
PCYT1A,OMIM:620680,Infantile onset,HP:0003593
PDCD1,OMIM:621004,Childhood onset,HP:0011463
PDCD1,OMIM:621004,Pediatric onset,HP:0410280
PDCD10,OMIM:603285,Pediatric onset,HP:0410280
PDCD10,OMIM:603285,Juvenile onset,HP:0003621
PDCD6IP,OMIM:620047,Congenital onset,HP:0003577
PDE10A,OMIM:616921,Pediatric onset,HP:0410280
PDE10A,OMIM:616921,Infantile onset,HP:0003593
PDE11A,OMIM:610475,Juvenile onset,HP:0003621
PDE11A,OMIM:610475,Pediatric onset,HP:0410280
PDE2A,OMIM:619150,Pediatric onset,HP:0410280
PDE2A,OMIM:619150,Infantile onset,HP:0003593
PDE3A,OMIM:131300,Pediatric onset,HP:0410280
PDE3A,OMIM:131300,Juvenile onset,HP:0003621
PDE4D,OMIM:131300,Juvenile onset,HP:0003621
PDE4D,OMIM:131300,Pediatric onset,HP:0410280
PDE4D,OMIM:614613,Congenital onset,HP:0003577
PDE6A,OMIM:180100,Juvenile onset,HP:0003621
PDE6A,OMIM:180100,Childhood onset,HP:0011463
PDE6A,OMIM:180100,Pediatric onset,HP:0410280
PDE6B,OMIM:180100,Pediatric onset,HP:0410280
PDE6B,OMIM:180100,Childhood onset,HP:0011463
PDE6B,OMIM:180100,Juvenile onset,HP:0003621
PDE6B,OMIM:613801,Childhood onset,HP:0011463
PDE6C,OMIM:180100,Pediatric onset,HP:0410280
PDE6C,OMIM:180100,Juvenile onset,HP:0003621
PDE6C,OMIM:180100,Childhood onset,HP:0011463
PDE6C,OMIM:613093,Childhood onset,HP:0011463
PDE6D,OMIM:615665,Congenital onset,HP:0003577
PDE6G,OMIM:180100,Juvenile onset,HP:0003621
PDE6G,OMIM:180100,Childhood onset,HP:0011463
PDE6G,OMIM:180100,Pediatric onset,HP:0410280
PDE6G,OMIM:613582,Childhood onset,HP:0011463
PDE6H,OMIM:180100,Childhood onset,HP:0011463
PDE6H,OMIM:180100,Pediatric onset,HP:0410280
PDE6H,OMIM:180100,Juvenile onset,HP:0003621
PDE6H,OMIM:610024,Pediatric onset,HP:0410280
PDE6H,OMIM:610024,Juvenile onset,HP:0003621
PDGFB,OMIM:213600,Childhood onset,HP:0011463
PDGFB,OMIM:615483,Pediatric onset,HP:0410280
PDGFB,OMIM:615483,Juvenile onset,HP:0003621
PDGFB,OMIM:615483,Childhood onset,HP:0011463
PDGFRB,OMIM:213600,Childhood onset,HP:0011463
PDGFRB,OMIM:228550,Infantile onset,HP:0003593
PDGFRB,OMIM:228550,Pediatric onset,HP:0410280
PDGFRB,OMIM:601812,Congenital onset,HP:0003577
PDGFRB,OMIM:601812,Childhood onset,HP:0011463
PDGFRB,OMIM:615007,Juvenile onset,HP:0003621
PDGFRB,OMIM:616592,Juvenile onset,HP:0003621
PDHA1,OMIM:312170,Pediatric onset,HP:0410280
PDHA1,OMIM:312170,Infantile onset,HP:0003593
PDHX,OMIM:245349,Congenital onset,HP:0003577
PDK3,OMIM:300905,Pediatric onset,HP:0410280
PDK3,OMIM:300905,Childhood onset,HP:0011463
PDK3,OMIM:300905,Juvenile onset,HP:0003621
PDP1,OMIM:608782,Neonatal onset,HP:0003623
PDSS1,OMIM:180100,Juvenile onset,HP:0003621
PDSS1,OMIM:180100,Pediatric onset,HP:0410280
PDSS1,OMIM:180100,Childhood onset,HP:0011463
PDSS1,OMIM:614651,Childhood onset,HP:0011463
PDSS2,OMIM:614652,Neonatal onset,HP:0003623
PDX1,OMIM:260370,Congenital onset,HP:0003577
PDXK,OMIM:618511,Juvenile onset,HP:0003621
PDXK,OMIM:618511,Childhood onset,HP:0011463
PDXK,OMIM:618511,Pediatric onset,HP:0410280
PDZD7,OMIM:180100,Childhood onset,HP:0011463
