gene_label,ct_label,as_label,as,ct,gene
MGP,pericyte,vasculature of retina,http://purl.obolibrary.org/obo/UBERON_0004864,http://purl.obolibrary.org/obo/CL_0000669,http://identifiers.org/hgnc/7060
MGP,thymic fibroblast type 2,connective tissue,http://purl.obolibrary.org/obo/UBERON_0002384,http://purl.obolibrary.org/obo/CL_0009079,http://identifiers.org/hgnc/7060
MIA,airway submucosal gland collecting duct epithelial cell,submucosal gland collecting duct,http://purl.obolibrary.org/obo/UBERON_8600013,http://purl.obolibrary.org/obo/CL_4033023,http://identifiers.org/hgnc/7076
MIP,retinal bipolar neuron,inner nuclear layer of retina,http://purl.obolibrary.org/obo/UBERON_0001791,http://purl.obolibrary.org/obo/CL_0000748,http://identifiers.org/hgnc/7103
MIP,lens fiber cell,lens fiber,http://purl.obolibrary.org/obo/UBERON_0002444,http://purl.obolibrary.org/obo/CL_0011004,http://identifiers.org/hgnc/7103
MIR3681HG,OPC_35 oligodendrocyte precursor cell (Hsap),gray matter of forebrain,http://purl.obolibrary.org/obo/UBERON_0019264,http://purl.obolibrary.org/obo/PCL_0051036,http://identifiers.org/hgnc/52001
MKX,MSN_220 direct pathway medium spiny neuron (Hsap),amygdaloid complex,https://purl.org/ccf/ASCTB-TEMP_amygdaloid-complex,http://purl.obolibrary.org/obo/PCL_0051221,http://identifiers.org/hgnc/23729
MLLT3,hematopoietic stem cell,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,http://purl.obolibrary.org/obo/CL_0000037,http://identifiers.org/hgnc/7136
MME,centrocyte,lymph node germinal center light zone,http://purl.obolibrary.org/obo/UBERON_8410052,http://purl.obolibrary.org/obo/CL_0009111,http://identifiers.org/hgnc/7154
MME,MSN_207 indirect pathway medium spiny neuron (Hsap),basal forebrain,http://purl.obolibrary.org/obo/UBERON_0002743,http://purl.obolibrary.org/obo/PCL_0051208,http://identifiers.org/hgnc/7154
MME,specified double negative thymocyte (Homo sapiens),thymus subcapsular epithelium,http://purl.obolibrary.org/obo/UBERON_0006936,http://purl.obolibrary.org/obo/CL_0009081,http://identifiers.org/hgnc/7154
MME,naive B cell,lymph node primary follicle,http://purl.obolibrary.org/obo/UBERON_0010395,http://purl.obolibrary.org/obo/CL_0000788,http://identifiers.org/hgnc/7154
MME,immature B cell,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000816,http://identifiers.org/hgnc/7154
MME,naive B cell,lymph node germinal center mantle zone,http://purl.obolibrary.org/obo/UBERON_0010420,http://purl.obolibrary.org/obo/CL_0000788,http://identifiers.org/hgnc/7154
MME,centroblast,lymph node germinal center dark zone,http://purl.obolibrary.org/obo/UBERON_8410053,http://purl.obolibrary.org/obo/CL_0009112,http://identifiers.org/hgnc/7154
MME,LRL_315 neuron (Hsap),pons,http://purl.obolibrary.org/obo/UBERON_0000988,http://purl.obolibrary.org/obo/PCL_0051316,http://identifiers.org/hgnc/7154
MME,naive B cell,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000788,http://identifiers.org/hgnc/7154
MME,transitional stage B cell,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000818,http://identifiers.org/hgnc/7154
MME,stromal cell of endometrium,endometrial stroma,http://purl.obolibrary.org/obo/UBERON_0002337,http://purl.obolibrary.org/obo/CL_0002255,http://identifiers.org/hgnc/7154
MME,MSN_218 medium spiny neuron (Hsap),gray matter of forebrain,http://purl.obolibrary.org/obo/UBERON_0019264,http://purl.obolibrary.org/obo/PCL_0051219,http://identifiers.org/hgnc/7154
MME,CD8aa(II) thymocyte,medulla of thymus,http://purl.obolibrary.org/obo/UBERON_0002124,http://purl.obolibrary.org/obo/CL_0009069,http://identifiers.org/hgnc/7154
MME,"CD14-low, CD16-positive monocyte",bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,http://purl.obolibrary.org/obo/CL_0002396,http://identifiers.org/hgnc/7154
MME,promonocyte,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,http://purl.obolibrary.org/obo/CL_0000559,http://identifiers.org/hgnc/7154
MME,memory B cell,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,http://purl.obolibrary.org/obo/CL_0000787,http://identifiers.org/hgnc/7154
MME,myeloid lineage restricted progenitor cell,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,http://purl.obolibrary.org/obo/CL_0000839,http://identifiers.org/hgnc/7154
MME,hepatocyte,hepatic cord,http://purl.obolibrary.org/obo/UBERON_0005452,http://purl.obolibrary.org/obo/CL_0000182,http://identifiers.org/hgnc/7154
MME,precursor B cell,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,http://purl.obolibrary.org/obo/CL_0000817,http://identifiers.org/hgnc/7154
MME,MGE_242 medial ganglionic eminence derived interneuron (Hsap),cerebral cortex,http://purl.obolibrary.org/obo/UBERON_0000956,http://purl.obolibrary.org/obo/PCL_0051243,http://identifiers.org/hgnc/7154
MME,committed double negative thymocyte (Homo sapiens),thymus subcapsular epithelium,http://purl.obolibrary.org/obo/UBERON_0006936,http://purl.obolibrary.org/obo/CL_0009082,http://identifiers.org/hgnc/7154
MME,rearranging double negative thymocyte (Homo sapiens),thymus subcapsular epithelium,http://purl.obolibrary.org/obo/UBERON_0006936,http://purl.obolibrary.org/obo/CL_0009083,http://identifiers.org/hgnc/7154
MME,pro-B cell,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,http://purl.obolibrary.org/obo/CL_0000826,http://identifiers.org/hgnc/7154
MMP11,stromal cell,endometrial stroma,http://purl.obolibrary.org/obo/UBERON_0002337,https://purl.org/ccf/ASCTB-TEMP_stromal-cell,https://purl.org/ccf/ASCTB-TEMP_mmp11
MMP11,stromal cell,basal layer of endometrium,http://purl.obolibrary.org/obo/UBERON_0022355,https://purl.org/ccf/ASCTB-TEMP_stromal-cell,https://purl.org/ccf/ASCTB-TEMP_mmp11
MMP7,SOX9+ epithelial cell,basal layer of endometrium,http://purl.obolibrary.org/obo/UBERON_0022355,https://purl.org/ccf/ASCTB-TEMP_sox9-epithelial-cell,https://purl.org/ccf/ASCTB-TEMP_mmp7
MNDA,CD8-alpha-negative thymic conventional dendritic cell,thymus corticomedullary boundary,http://purl.obolibrary.org/obo/UBERON_0003988,http://purl.obolibrary.org/obo/CL_0002460,http://identifiers.org/hgnc/7183
MNDA,CD8-alpha-negative thymic conventional dendritic cell,medulla of thymus,http://purl.obolibrary.org/obo/UBERON_0002124,http://purl.obolibrary.org/obo/CL_0002460,http://identifiers.org/hgnc/7183
MOBP,COP_43 differentiation-committed oligodendrocyte precursor (Hsap),brain,http://purl.obolibrary.org/obo/UBERON_0000955,http://purl.obolibrary.org/obo/PCL_0051044,http://identifiers.org/hgnc/7189
MOBP,Oligo_45 oligodendrocyte (Hsap),brain,http://purl.obolibrary.org/obo/UBERON_0000955,http://purl.obolibrary.org/obo/PCL_0051046,http://identifiers.org/hgnc/7189
MOBP,Oligo_44 oligodendrocyte (Hsap),brain,http://purl.obolibrary.org/obo/UBERON_0000955,http://purl.obolibrary.org/obo/PCL_0051045,http://identifiers.org/hgnc/7189
MOG,oligodendrocyte,lumbar spinal cord ventral horn,http://purl.obolibrary.org/obo/UBERON_0030276,http://purl.obolibrary.org/obo/CL_0000128,http://identifiers.org/hgnc/7197
MOG,oligodendrocyte,lumbar spinal cord lateral horn,http://purl.obolibrary.org/obo/UBERON_0031906,http://purl.obolibrary.org/obo/CL_0000128,http://identifiers.org/hgnc/7197
MOG,oligodendrocyte,lumbar spinal cord dorsal horn,http://purl.obolibrary.org/obo/UBERON_0014638,http://purl.obolibrary.org/obo/CL_0000128,http://identifiers.org/hgnc/7197
MOG,oligodendrocyte,lumbar spinal cord white matter,http://purl.obolibrary.org/obo/UBERON_0026386,http://purl.obolibrary.org/obo/CL_0000128,http://identifiers.org/hgnc/7197
MOGAT1,epithelial cell of proximal tubule segment 3,proximal straight tubule,http://purl.obolibrary.org/obo/UBERON_0001290,http://purl.obolibrary.org/obo/CL_4030011,http://identifiers.org/hgnc/18210
MOXD1,Amex_156 amygdala excitatory neuron (Hsap),gray matter of forebrain,http://purl.obolibrary.org/obo/UBERON_0019264,http://purl.obolibrary.org/obo/PCL_0051157,http://identifiers.org/hgnc/21063
MPZ,Schwann cell,ganglion,http://purl.obolibrary.org/obo/UBERON_0000045,http://purl.obolibrary.org/obo/CL_0002573,http://identifiers.org/hgnc/7225
MROH9,OPC_32 oligodendrocyte precursor cell (Hsap),brain,http://purl.obolibrary.org/obo/UBERON_0000955,http://purl.obolibrary.org/obo/PCL_0051033,http://identifiers.org/hgnc/26287
MS4A3,basophil,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000767,http://identifiers.org/hgnc/7317
MS4A3,eosinophil,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000771,http://identifiers.org/hgnc/7317
MS4A3,mast cell,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/7317
MS4A3,basophil,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,http://purl.obolibrary.org/obo/CL_0000767,http://identifiers.org/hgnc/7317
MS4A3,eosinophil,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,http://purl.obolibrary.org/obo/CL_0000771,http://identifiers.org/hgnc/7317
MSC-AS1,Amex_160 amygdala excitatory neuron (Hsap),amygdaloid complex,https://purl.org/ccf/ASCTB-TEMP_amygdaloid-complex,http://purl.obolibrary.org/obo/PCL_0051161,http://identifiers.org/hgnc/48724
MSC-AS1,DLCT6b_112 glutamatergic neuron (Hsap),cerebral cortex,http://purl.obolibrary.org/obo/UBERON_0000956,http://purl.obolibrary.org/obo/PCL_0051113,http://identifiers.org/hgnc/48724
MSLN,columnar ovarian surface epithelial cell,epithelium of female gonad,http://purl.obolibrary.org/obo/UBERON_0004911,https://purl.org/ccf/ASCTB-TEMP_columnar-ovarian-surface-epithelial-cell,http://identifiers.org/hgnc/7371
MSLN,mesothelial cell,epicardium,http://purl.obolibrary.org/obo/UBERON_0002348,http://purl.obolibrary.org/obo/CL_0000077,http://identifiers.org/hgnc/7371
MSMB,luminal cell of prostate epithelium,prostate glandular acinus,http://purl.obolibrary.org/obo/UBERON_0004179,http://purl.obolibrary.org/obo/CL_0002340,http://identifiers.org/hgnc/7372
MSMP,Fibrocartilage Chondrocyte 1,articular cartilage of joint,http://purl.obolibrary.org/obo/UBERON_0010996,https://purl.org/ccf/ASCTB-TEMP_fibrocartilage-chondrocyte-1,http://identifiers.org/hgnc/29663
MSR1,Monocyte Derived Cell,kidney interstitium,http://purl.obolibrary.org/obo/UBERON_0005215,https://purl.org/ccf/ASCTB-TEMP_monocyte-derived-cell,http://identifiers.org/hgnc/7376
MT1E,metallothionein-positive alveolar macrophage,immune system,http://purl.obolibrary.org/obo/UBERON_0002405,http://purl.obolibrary.org/obo/CL_4033042,http://identifiers.org/hgnc/7397
MT1E,Regulatory Chondrocyte 2,articular cartilage of joint,http://purl.obolibrary.org/obo/UBERON_0010996,https://purl.org/ccf/ASCTB-TEMP_regulatory-chondrocyte-2,http://identifiers.org/hgnc/7397
MT1G,Regulatory Chondrocyte 2,articular cartilage of joint,http://purl.obolibrary.org/obo/UBERON_0010996,https://purl.org/ccf/ASCTB-TEMP_regulatory-chondrocyte-2,http://identifiers.org/hgnc/7399
MT1H,Regulatory Chondrocyte 2,articular cartilage of joint,http://purl.obolibrary.org/obo/UBERON_0010996,https://purl.org/ccf/ASCTB-TEMP_regulatory-chondrocyte-2,http://identifiers.org/hgnc/7400
MUC1,perineurial cell,dermal papilla,http://purl.obolibrary.org/obo/UBERON_0000412,http://purl.obolibrary.org/obo/CL_0002576,http://identifiers.org/hgnc/7508
MUC1,perineurial cell,hypodermis,http://purl.obolibrary.org/obo/UBERON_0002072,http://purl.obolibrary.org/obo/CL_0002576,http://identifiers.org/hgnc/7508
MUC1,sebocyte,sebaceous gland,http://purl.obolibrary.org/obo/UBERON_0001821,http://purl.obolibrary.org/obo/CL_0000317,http://identifiers.org/hgnc/7508
MUC2,large intestine crypt goblet cell,epithelium of crypt of Lieberkuhn,http://purl.obolibrary.org/obo/UBERON_0011184,http://purl.obolibrary.org/obo/CL_1000321,http://identifiers.org/hgnc/7512
MUC2,large intestine crypt goblet cell,colonic epithelium,http://purl.obolibrary.org/obo/UBERON_0000397,http://purl.obolibrary.org/obo/CL_1000321,http://identifiers.org/hgnc/7512
MUC2,duodenal goblet cell,duodenal epithelium,http://purl.obolibrary.org/obo/UBERON_0008346,http://purl.obolibrary.org/obo/CL_1000324,https://purl.org/ccf/ASCTB-TEMP_muc2
MUC2,pancreatic goblet cell,intercalated duct of pancreas,http://purl.obolibrary.org/obo/UBERON_0014726,http://purl.obolibrary.org/obo/CL_1000322,http://identifiers.org/hgnc/7512
MYBL1,Cycling B,germinal center,http://purl.obolibrary.org/obo/UBERON_0010754,https://purl.org/ccf/ASCTB-TEMP_cycling-b,http://identifiers.org/hgnc/7547
MYBL1,Cycling B,tonsil secondary follicle,https://purl.org/ccf/ASCTB-TEMP_tonsil-secondary-follicle,https://purl.org/ccf/ASCTB-TEMP_cycling-b,http://identifiers.org/hgnc/7547
MYBL1,Cycling B,tonsil germinal center,http://purl.obolibrary.org/obo/UBERON_0013688,https://purl.org/ccf/ASCTB-TEMP_cycling-b,http://identifiers.org/hgnc/7547
MYBPC1,Inh L5-6 PVALB MEPE primary motor cortex GABAergic interneuron (Hsap),primary motor cortex,http://purl.obolibrary.org/obo/UBERON_0001384,http://purl.obolibrary.org/obo/PCL_0015071,http://identifiers.org/hgnc/7549
MYBPC1,MGE_256 pvalb GABAergic cortical interneuron (Hsap),cerebral cortex,http://purl.obolibrary.org/obo/UBERON_0000956,http://purl.obolibrary.org/obo/PCL_0051257,http://identifiers.org/hgnc/7549
MYBPC1,Inh L5-6 PVALB FAM150B primary motor cortex GABAergic interneuron (Hsap),primary motor cortex,http://purl.obolibrary.org/obo/UBERON_0001384,http://purl.obolibrary.org/obo/PCL_0015070,http://identifiers.org/hgnc/7549
MYBPC1,Inh L5-6 PVALB GAPDHP60 primary motor cortex GABAergic interneuron (Hsap),primary motor cortex,http://purl.obolibrary.org/obo/UBERON_0001384,http://purl.obolibrary.org/obo/PCL_0015069,http://identifiers.org/hgnc/7549
MYC,"naive thymus-derived CD8-positive, alpha-beta T cell",immune system,http://purl.obolibrary.org/obo/UBERON_0002405,http://purl.obolibrary.org/obo/CL_0000900,http://identifiers.org/hgnc/7553
MYC,erythroid lineage cell,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,http://purl.obolibrary.org/obo/CL_0000764,http://identifiers.org/hgnc/7553
MYL11,myo-medullary thymic epithelial cell,thymus epithelium,http://purl.obolibrary.org/obo/UBERON_0003846,http://purl.obolibrary.org/obo/CL_0009075,http://identifiers.org/hgnc/29824
MYL2,cardiac muscle cell,right ventricle myocardium,http://purl.obolibrary.org/obo/UBERON_0006567,http://purl.obolibrary.org/obo/CL_0000746,http://identifiers.org/hgnc/7583
MYL2,cardiac muscle cell,moderator band,http://purl.obolibrary.org/obo/UBERON_8470002,http://purl.obolibrary.org/obo/CL_0000746,http://identifiers.org/hgnc/7583
MYL2,cardiac muscle cell,left ventricle myocardium,http://purl.obolibrary.org/obo/UBERON_0006566,http://purl.obolibrary.org/obo/CL_0000746,http://identifiers.org/hgnc/7583
MYL2,cardiac muscle cell,cardiac muscle tissue of interventricular septum,http://purl.obolibrary.org/obo/UBERON_0003383,http://purl.obolibrary.org/obo/CL_0000746,http://identifiers.org/hgnc/7583
MYL4,cardiac muscle cell,cardiac muscle of left atrium,http://purl.obolibrary.org/obo/UBERON_0003380,http://purl.obolibrary.org/obo/CL_0000746,http://identifiers.org/hgnc/7585
MYL4,cardiac muscle cell,cardiac muscle of right atrium,http://purl.obolibrary.org/obo/UBERON_0003379,http://purl.obolibrary.org/obo/CL_0000746,http://identifiers.org/hgnc/7585
MYL9,pericyte,vasculature of retina,http://purl.obolibrary.org/obo/UBERON_0004864,http://purl.obolibrary.org/obo/CL_0000669,http://identifiers.org/hgnc/15754
MYO10,neuron,lumbar spinal cord dorsal horn,http://purl.obolibrary.org/obo/UBERON_0014638,http://purl.obolibrary.org/obo/CL_0000540,http://identifiers.org/hgnc/7593
MYO1B,Mmb_332 mammillary body neuron (Hsap),hypothalamus,http://purl.obolibrary.org/obo/UBERON_0001898,http://purl.obolibrary.org/obo/PCL_0051333,http://identifiers.org/hgnc/7596
MYO3B,Midi_441 midbrain-derived inhibitory neuron (Hsap),brain,http://purl.obolibrary.org/obo/UBERON_0000955,http://purl.obolibrary.org/obo/PCL_0051442,http://identifiers.org/hgnc/15576
MYO3B,Midi_440 midbrain-derived inhibitory neuron (Hsap),brain,http://purl.obolibrary.org/obo/UBERON_0000955,http://purl.obolibrary.org/obo/PCL_0051441,http://identifiers.org/hgnc/15576
MYO5B,MGE_236 sst GABAergic cortical interneuron (Hsap),gray matter of forebrain,http://purl.obolibrary.org/obo/UBERON_0019264,http://purl.obolibrary.org/obo/PCL_0051237,http://identifiers.org/hgnc/7603
MYO5B,Inh L2-5 PVALB RPH3AL primary motor cortex GABAergic interneuron (Hsap),primary motor cortex,http://purl.obolibrary.org/obo/UBERON_0001384,http://purl.obolibrary.org/obo/PCL_0015064,http://identifiers.org/hgnc/7603
MYO5B,Splat_429 neuron (Hsap),gray matter of forebrain,http://purl.obolibrary.org/obo/UBERON_0019264,http://purl.obolibrary.org/obo/PCL_0051430,http://identifiers.org/hgnc/7603
MYOCD,vascular associated smooth muscle cell,left artery of caudate lobe,https://purl.org/ccf/ASCTB-TEMP_left-artery-of-caudate-lobe,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,Lumbar part of iliolumbar artery,http://purl.org/sig/ont/fma/fma18849,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,Iliac part of iliolumbar artery,http://purl.org/sig/ont/fma/fma18850,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,mucosal arteriole of colon,https://purl.org/ccf/ASCTB-TEMP_mucosal-arteriole-of-colon,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,recurrent muscular branch of submucosal artery of colon,https://purl.org/ccf/ASCTB-TEMP_recurrent-muscular-branch-of-submucosal-artery-of-colon,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,subserous artery of colon,https://purl.org/ccf/ASCTB-TEMP_subserous-artery-of-colon,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,superficial cervical artery,http://purl.obolibrary.org/obo/UBERON_0001071,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,thoraco-acromial artery,http://purl.obolibrary.org/obo/UBERON_0001395,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,posterior cerebral artery,http://purl.obolibrary.org/obo/UBERON_0001636,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,musculo-phrenic artery,http://purl.obolibrary.org/obo/UBERON_0006632,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,Ninth anterior intercostal artery,http://purl.org/sig/ont/fma/fma10651,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,Second anterior intercostal artery,http://purl.org/sig/ont/fma/fma10653,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,Set of paramedian arteries,http://purl.org/sig/ont/fma/fma71492,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,Dorsal scapular artery,http://purl.org/sig/ont/fma/fma79658,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,anterior segmental medullary artery,https://purl.org/ccf/ASCTB-TEMP_anterior-segmental-medullary-artery,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,Lateral circumflex femoral artery,http://purl.org/sig/ont/fma/fma20798,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,periductal arteriole of interlobular duct of pancreas,https://purl.org/ccf/ASCTB-TEMP_periductal-arteriole-of-interlobular-duct-of-pancreas,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,periductal arteriole of main pancreatic duct,https://purl.org/ccf/ASCTB-TEMP_periductal-arteriole-of-main-pancreatic-duct,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,periductal branch of interlobular artery of pancreas,https://purl.org/ccf/ASCTB-TEMP_periductal-branch-of-interlobular-artery-of-pancreas,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,periductal branch of lobular artery of pancreas,https://purl.org/ccf/ASCTB-TEMP_periductal-branch-of-lobular-artery-of-pancreas,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,pharyngeal trunk,https://purl.org/ccf/ASCTB-TEMP_pharyngeal-trunk,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,eustachian branch of ascending pharyngeal artery,https://purl.org/ccf/ASCTB-TEMP_eustachian-branch-of-ascending-pharyngeal-artery,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,dorsalis pedis artery,http://purl.obolibrary.org/obo/UBERON_0001539,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,saphenous artery,http://purl.obolibrary.org/obo/UBERON_0015350,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,Descending genicular artery,http://purl.org/sig/ont/fma/fma22506,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,Articular branch of descending genicular artery,http://purl.org/sig/ont/fma/fma22511,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,Medial part of dorsal digital artery of fifth toe,http://purl.org/sig/ont/fma/fma69589,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,Lateral part of dorsal digital artery of fifth toe,http://purl.org/sig/ont/fma/fma69613,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,Lateral part of dorsal digital artery of fourth toe,http://purl.org/sig/ont/fma/fma69610,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,inferior pharyngeal artery,https://purl.org/ccf/ASCTB-TEMP_inferior-pharyngeal-artery,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,left testicular artery,http://purl.obolibrary.org/obo/UBERON_0001189,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,interlobar artery,http://purl.obolibrary.org/obo/UBERON_0009885,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,inferior phrenic artery,http://purl.obolibrary.org/obo/UBERON_0012255,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,Right first lumbar artery,http://purl.org/sig/ont/fma/fma14738,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,costo-cervical trunk,http://purl.obolibrary.org/obo/UBERON_0004688,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,Pectoral branch of thoraco-acromial artery,http://purl.org/sig/ont/fma/fma23062,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,Clavicular branch of thoraco-acromial artery,http://purl.org/sig/ont/fma/fma23066,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,Anterior superior alveolar artery,http://purl.org/sig/ont/fma/fma49771,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,Deltoid branch of thoraco-acromial artery,http://purl.org/sig/ont/fma/fma23067,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,radial artery,http://purl.obolibrary.org/obo/UBERON_0001404,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,Dorsal carpal branch of radial artery,http://purl.org/sig/ont/fma/fma22755,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,Deep palmar arterial arch,http://purl.org/sig/ont/fma/fma22838,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,third palmar metacarpal artery,https://purl.org/ccf/ASCTB-TEMP_third-palmar-metacarpal-artery,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,descending palatine artery,http://purl.obolibrary.org/obo/UBERON_8600101,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,first palmar metacarpal artery,https://purl.org/ccf/ASCTB-TEMP_first-palmar-metacarpal-artery,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,second palmar metacarpal artery,https://purl.org/ccf/ASCTB-TEMP_second-palmar-metacarpal-artery,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,right coronary artery,http://purl.obolibrary.org/obo/UBERON_0001625,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,posterolateral artery,http://purl.obolibrary.org/obo/UBERON_8600064,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,Second left marginal artery,http://purl.org/sig/ont/fma/fma322906,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
MYOCD,vascular associated smooth muscle cell,segmental spinal artery #3,https://purl.org/ccf/ASCTB-TEMP_segmental-spinal-artery-3,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/16067
